Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
149679,50,33,4,F,Married,1,P,446.7192461
107194,55,35,4,M,Single,8,P,377.1115577
195762,61,44,4,M,Married,9,P,264.600332
122212,25,7,4,F,Single,14,P,383.1214308
133077,62,44,4,M,Single,10,P,37.67848475
133995,68,50,4,F,Single,7,P,120.26212
102110,62,44,4,M,Single,15,P,183.0472726
184755,17,0,4,F,Married,14,P,336.3312774
179511,29,12,4,F,Married,11,P,175.8800322
139509,65,47,4,M,Married,1,P,175.020681
163352,16,0,4,M,Single,15,P,400.6040559
139786,61,44,4,M,Married,10,P,257.3348853
166649,59,38,4,M,Single,8,P,439.1049171
104152,49,30,4,M,Single,14,P,492.2416352
180139,66,47,4,M,Single,7,P,65.60367336
164505,54,34,4,M,Married,14,P,338.5725101
146129,26,6,4,F,Married,5,P,341.9402652
152323,17,0,4,F,Single,14,P,253.4289936
164108,21,3,4,F,Married,7,P,335.4810806
157533,68,47,4,F,Single,13,P,131.3252517
162106,19,2,4,F,Single,12,P,393.5823167
112045,21,3,4,M,Single,10,D,739.08745
150761,64,46,4,F,Married,5,P,138.0756959
177814,63,44,4,M,Married,14,P,68.98139104
107472,19,0,4,M,Single,10,D,970.5309697
140856,42,23,4,F,Married,5,D,557.8448289
181684,60,40,4,F,Married,9,P,240.4557744
174466,61,42,4,M,Single,5,D,515.8096795
101606,53,34,4,M,Single,9,P,465.8402699
198526,36,16,4,F,Married,2,D,605.7083676
157185,17,0,4,M,Single,13,D,580.3361641
130552,58,40,4,M,Married,12,P,273.4724339
157972,20,3,4,M,Married,14,P,375.565844
104090,34,17,4,F,Married,7,P,296.6095431
179135,20,2,4,F,Single,14,D,519.3969085
175740,50,31,4,M,Single,2,P,389.4203675
198799,65,45,4,M,Married,9,P,332.9091596
178014,35,15,4,F,Married,12,P,275.9957072
158103,69,51,4,M,Married,15,P,268.6879041
173932,23,6,4,F,Married,15,P,337.2515171
157702,62,45,4,M,Single,10,P,227.5972038
189099,41,24,4,M,Married,10,P,340.9718103
143427,24,7,4,F,Single,14,D,593.7551538
145978,64,44,4,F,Married,13,P,74.89958368
115157,32,15,4,M,Married,8,P,351.5053283
139062,21,2,4,F,Married,12,P,413.9059865
151336,25,7,4,F,Single,8,D,779.3304797
180126,25,8,4,F,Married,12,P,205.7232741
117702,63,43,4,M,Married,10,P,273.4975821
135472,18,0,4,F,Single,6,D,728.8863497
154374,65,46,4,M,Single,6,P,248.5372686
180125,34,17,4,F,Single,3,P,464.8205543
176119,65,48,4,M,Single,7,P,418.7576737
126898,23,6,4,F,Single,13,P,275.9210759
184351,40,21,4,M,Single,10,P,404.4660495
152767,56,39,4,M,Single,15,P,296.0830274
116527,53,32,4,F,Married,6,P,291.7664483
186250,26,8,4,M,Single,10,P,428.2598359
111989,30,13,4,F,Married,14,P,135.7651654
171811,42,24,4,F,Single,10,P,383.158681
145080,20,1,4,M,Married,14,P,497.9847456
199711,58,37,4,F,Married,10,P,305.7425777
158972,23,6,4,M,Single,13,D,575.8389248
181719,25,7,4,M,Married,14,D,562.6906005
102999,19,1,4,M,Single,12,D,609.613509
195711,24,6,4,F,Married,12,P,290.0682866
166566,18,0,4,M,Single,7,D,1159.050397
175923,64,44,4,F,Single,7,P,202.9383455
113311,66,47,4,F,Married,14,P,124.7072547
103266,34,13,4,F,Single,15,P,257.1299028
176589,70,53,4,M,Single,5,P,154.5567899
109440,17,0,4,M,Married,12,P,197.5427324
143871,24,6,4,F,Married,13,P,140.4341427
168214,22,4,4,F,Single,15,D,530.3134314
183237,61,43,4,M,Married,1,P,43.22105671
147301,25,7,4,M,Single,14,P,311.9501958
191438,22,4,4,F,Married,6,P,319.535728
175631,24,5,4,M,Single,11,P,244.9397385
191318,60,41,4,M,Single,4,P,113.9536153
145141,22,4,4,M,Single,15,D,899.5962331
144355,59,42,4,F,Single,9,P,470.6478182
150724,29,12,4,M,Single,14,P,170.865496
187399,35,14,4,F,Married,13,P,241.0123441
198204,22,4,4,F,Single,15,P,292.7197131
188240,51,32,4,M,Married,12,P,276.6929005
126791,32,11,4,F,Married,8,P,328.5716508
103487,25,8,4,M,Single,15,P,446.4383494
103788,46,25,4,F,Single,5,P,461.5428561
190382,18,0,4,F,Single,11,D,561.3795472
140859,49,32,4,F,Single,11,P,200.1818598
145869,17,0,4,M,Married,13,P,213.8382363
199783,17,0,4,F,Single,9,D,848.1450321
112427,40,21,4,F,Married,13,P,214.3016717
146446,70,51,4,F,Single,12,P,24.13380504
180670,49,29,4,F,Married,5,P,353.4226679
140689,33,16,4,F,Single,10,P,427.6512446
104528,47,27,4,M,Single,4,D,843.3687661
147971,29,11,4,M,Married,7,P,392.5738636
181890,68,50,4,F,Married,12,P,123.2312106
157911,39,18,4,M,Single,5,D,715.2978066
157569,23,6,4,F,Single,13,P,390.7991057
171394,31,12,4,M,Married,2,D,525.0244159
124019,16,0,4,F,Married,12,P,361.4998505
122078,28,8,4,M,Single,2,D,783.2022589
175106,21,3,4,F,Single,12,D,737.9319218
133354,16,0,4,F,Married,6,P,360.2057426
147161,66,49,4,M,Single,10,P,146.8139734
138151,37,20,4,M,Single,9,P,434.701813
156676,23,4,4,M,Married,15,D,562.4550285
153696,63,44,4,M,Married,9,P,39.55406514
103561,61,43,4,F,Single,10,P,216.9190092
190811,38,18,4,M,Single,9,P,486.7611141
198387,55,35,4,F,Married,7,P,313.4504471
147880,63,42,4,M,Married,11,P,270.7254849
188800,21,4,4,M,Married,14,P,499.3441883
169461,60,43,4,F,Married,13,P,150.1278153
194446,20,2,4,F,Married,11,P,219.7389538
182956,18,1,4,F,Married,8,P,269.1023927
149561,24,7,4,F,Single,10,P,448.5008404
166178,47,27,4,F,Married,5,P,434.8229191
109212,61,42,4,F,Single,15,P,150.5963101
194673,70,49,4,M,Single,12,P,166.5562894
197630,50,33,4,F,Single,13,P,251.8672765
168668,70,50,4,F,Single,14,P,103.23583
143261,17,0,4,F,Single,14,P,293.4915586
194678,22,3,4,F,Single,7,P,379.3928765
194538,27,10,4,M,Married,8,P,404.6099493
125788,69,48,4,F,Single,13,P,26.80173728
144950,20,3,4,M,Single,12,D,872.0708925
119818,69,49,4,F,Single,12,P,136.3448607
167986,61,42,4,F,Married,6,P,149.3488157
111212,69,52,4,F,Single,15,P,78.78334759
105030,58,41,4,F,Married,9,P,316.4531916
125551,61,44,4,F,Married,10,P,114.302366
157122,66,48,4,M,Married,6,P,70.78413813
191400,39,22,4,F,Married,4,D,538.2692114
132199,32,13,4,F,Married,9,P,287.4991457
183199,21,4,4,F,Single,12,D,536.8296313
107498,18,0,4,M,Married,11,P,183.2227266
190513,60,40,4,F,Single,0,D,552.5655449
157572,19,0,4,F,Married,6,P,495.0950612
120339,64,45,4,M,Single,2,D,623.8263682
139462,17,0,4,F,Married,14,P,220.9105963
146367,69,50,4,F,Single,1,P,55.20901516
109372,67,50,4,F,Single,8,P,37.5169384
101533,18,0,4,F,Married,7,P,248.2747272
109517,25,7,4,M,Married,7,D,516.216328
101445,66,45,4,M,Single,3,P,214.1919435
163717,19,0,4,F,Single,13,P,283.9207249
119323,46,25,4,F,Single,5,D,797.6864221
140673,55,35,4,F,Single,0,P,465.783215
116763,29,11,4,F,Single,6,P,499.0814058
127204,27,7,4,F,Single,14,P,147.2167572
186584,25,6,4,F,Married,5,P,306.2268891
118619,34,16,4,M,Married,4,D,630.0057954
110355,47,26,4,F,Married,15,P,216.0850503
139893,16,0,4,F,Single,9,P,413.2911066
135191,63,43,4,F,Single,9,P,217.5262881
103723,46,27,4,M,Married,12,P,254.7859673
198379,61,40,4,M,Married,1,P,131.0132821
118084,59,39,4,M,Married,11,P,336.0241915
125802,70,53,4,M,Single,6,P,391.9501586
110767,17,0,4,M,Married,15,P,410.4657153
128851,17,0,4,M,Married,14,D,549.8274165
176112,16,0,4,F,Married,0,D,792.0112836
186508,23,6,4,M,Married,8,P,430.4848221
148827,30,10,4,F,Married,1,D,618.3818105
106181,64,43,4,F,Married,14,P,85.27095726
194453,51,31,4,M,Married,1,D,546.7820913
143835,62,45,4,F,Single,12,P,210.8979095
120178,61,42,4,F,Single,12,P,38.69770761
106869,24,6,4,F,Single,11,P,410.966369
129462,69,51,4,F,Married,8,P,207.9999461
199893,57,38,4,M,Single,1,D,981.6439078
144776,17,0,4,M,Single,12,D,1050.068538
192386,25,7,4,F,Single,11,P,324.8406026
148984,55,36,4,F,Married,14,P,159.5991093
175337,67,47,4,F,Married,4,P,194.5460108
133350,36,15,4,M,Married,0,D,614.7065539
160671,64,46,4,F,Single,9,P,35.28147697
139081,19,1,4,M,Single,13,D,899.4890292
192227,70,49,4,F,Married,7,P,318.638959
123747,45,26,4,F,Single,14,P,292.768699
196490,36,15,4,F,Single,0,P,415.0757374
143988,66,46,4,F,Married,3,P,199.8308238
101792,66,47,4,F,Single,14,P,221.525705
177830,36,17,4,F,Single,3,D,724.1517815
116978,64,44,4,M,Married,3,P,160.4725396
112638,63,42,4,F,Married,10,P,258.8828219
198392,67,47,4,F,Married,11,P,161.6531642
104250,21,3,4,F,Married,14,P,432.3332971
136275,20,1,4,F,Single,14,P,330.8872262
132129,25,7,4,F,Single,11,P,339.6139328
128057,64,47,4,M,Single,13,P,235.1618894
131994,24,6,4,M,Married,13,D,726.3996716
167507,49,29,4,M,Married,0,D,653.7769381
136916,62,42,4,M,Married,3,P,422.8597577
197999,46,25,4,M,Single,14,P,178.9685786
111419,22,5,4,M,Single,14,P,434.7105998
116102,64,44,4,M,Single,5,D,676.2242731
125980,65,44,4,F,Married,9,P,77.58551518
144967,69,51,4,M,Married,6,P,39.74574801
103908,34,13,4,F,Married,1,P,453.1583048
198588,32,13,4,M,Single,12,P,300.5163912
132002,21,3,4,M,Married,10,D,640.8558315
104097,25,7,4,M,Married,11,P,393.198843
192363,67,46,4,M,Single,4,P,453.0719535
124892,23,6,4,F,Single,12,P,429.2584884
198813,20,1,4,M,Married,11,P,472.6239431
132693,67,47,4,F,Single,11,P,221.311805
152472,63,44,4,F,Single,6,P,357.0268647
129154,37,20,4,F,Married,1,D,504.2440072
191368,16,0,4,M,Single,11,D,961.4443379
187729,25,7,4,F,Married,2,P,433.0065501
151901,23,6,4,F,Married,12,P,351.3224314
163903,39,22,4,F,Married,7,P,302.1335426
140887,61,42,4,F,Married,8,P,294.8875844
102760,68,49,4,M,Married,6,P,244.5084598
144808,21,2,4,F,Married,11,P,356.6248281
112397,52,33,4,F,Married,0,D,567.0127054
179657,64,46,4,M,Married,0,D,533.5487877
178315,17,0,4,F,Single,6,D,619.8070262
106292,64,44,4,F,Single,8,P,359.9608642
141815,33,15,4,M,Married,13,P,354.8681203
142363,54,36,4,F,Married,1,P,311.3049652
126915,47,27,4,M,Single,15,P,418.8647344
114704,42,24,4,M,Single,14,P,239.8069277
129203,61,44,4,F,Married,6,P,283.7738187
120056,61,40,4,F,Married,13,P,161.6488695
160997,29,12,4,F,Single,5,D,788.8082877
166476,68,50,4,M,Married,15,P,136.9524561
182777,67,46,4,M,Single,8,P,314.0322396
194116,29,12,4,M,Single,12,P,307.6140337
119973,24,6,4,M,Married,12,P,218.4733069
167845,32,13,4,F,Single,15,P,190.9859457
109682,59,39,4,F,Married,3,D,686.404928
119396,16,0,4,M,Married,12,P,384.2687037
179079,53,32,4,M,Single,12,P,492.9224979
186487,67,47,4,F,Married,13,P,136.2829968
158650,26,9,4,M,Single,14,P,395.4993553
112620,16,0,4,F,Married,11,P,389.0382552
170019,63,45,4,M,Married,12,P,342.7440086
127041,62,41,4,F,Married,10,P,324.7090949
168101,65,45,4,F,Married,15,P,13.29062799
161834,23,4,4,F,Single,12,P,439.6785216
173062,50,32,4,F,Married,10,P,329.7975764
134515,63,43,4,F,Single,10,P,40.5347543
143622,32,15,4,F,Single,8,P,401.4259936
115043,67,50,4,M,Married,0,P,182.2331212
192549,61,42,4,F,Married,4,P,72.46236019
164624,19,2,4,F,Married,8,P,353.0359293
138478,62,41,4,F,Single,2,P,116.0909781
102871,61,42,4,F,Married,7,P,168.9545003
181229,51,32,4,M,Married,1,P,385.5920763
142551,69,50,4,M,Married,7,P,136.5326408
171582,70,53,4,F,Married,15,P,203.5985154
156699,22,4,4,M,Married,6,D,598.1417857
100648,63,42,4,M,Single,13,P,74.5877807
110012,50,29,4,M,Single,0,D,595.5204232
160768,48,30,4,M,Single,6,P,440.947621
186287,70,49,4,F,Single,13,P,442.4073421
120275,20,1,4,F,Married,13,P,324.0092688
191697,41,20,4,F,Single,14,P,275.2239178
104422,62,41,4,M,Married,13,P,113.7164516
139499,65,46,4,M,Single,4,P,237.4197455
134513,64,45,4,F,Married,13,P,62.38825937
162166,70,52,4,F,Single,7,P,223.7433521
130541,17,0,4,M,Married,7,D,511.5249382
141943,30,10,4,F,Married,10,P,289.1312252
120661,47,28,4,F,Married,9,P,322.213064
153116,23,4,4,F,Single,8,D,635.0319306
133512,46,26,4,F,Married,6,P,326.9483064
140181,51,32,4,F,Single,1,P,446.3276583
136276,67,46,4,F,Single,12,P,136.0358513
175302,49,30,4,M,Married,7,P,348.0281364
134471,22,4,4,M,Single,9,D,1148.295076
177340,55,34,4,F,Married,14,P,305.7163394
161917,31,14,4,M,Married,14,P,295.8537538
100443,60,40,4,F,Single,7,P,398.7462537
183757,70,53,4,F,Single,12,P,43.4980825
182092,24,6,4,F,Single,13,P,306.0167496
194966,46,26,4,M,Single,0,P,483.4326523
181968,17,0,4,M,Married,14,D,699.4333382
121573,55,35,4,M,Married,6,P,323.230056
186708,26,7,4,F,Single,8,P,366.2268678
104799,21,2,4,F,Married,13,P,196.6010967
122242,23,4,4,M,Married,14,P,310.7973575
173088,20,1,4,F,Married,9,P,348.4810314
199529,32,13,4,F,Married,13,P,227.6942386
142650,61,44,4,M,Single,0,D,878.8911742
165243,16,0,4,M,Single,15,P,479.3410737
145201,31,11,4,M,Single,13,P,208.4000403
173726,49,28,4,M,Single,3,D,700.2664529
152438,69,48,4,F,Married,3,D,536.4160863
153152,17,0,4,M,Single,12,D,815.5316177
108760,22,5,4,M,Married,11,P,200.3516389
115463,69,48,4,F,Married,1,P,44.2414336
135975,51,32,4,M,Single,5,D,514.2654663
167780,62,41,4,M,Married,12,P,87.16046168
144801,23,5,4,M,Single,6,D,631.973488
102364,64,45,4,F,Married,1,P,49.48939436
130180,59,41,4,F,Married,11,P,324.8447893
177375,21,2,4,F,Married,4,P,489.3396942
136228,49,28,4,F,Married,14,P,335.4017196
161364,35,15,4,M,Single,9,P,409.3317426
159291,27,8,4,M,Married,12,P,346.5660888
159180,19,0,4,F,Married,13,P,256.4216357
149592,37,19,4,F,Single,4,D,626.9966239
181735,29,11,4,F,Married,14,P,185.6099405
198124,43,25,4,F,Single,14,P,223.1991794
161333,51,34,4,F,Married,6,P,318.6337262
138172,24,6,4,M,Married,13,P,202.7844046
168267,49,28,4,M,Married,9,P,342.7815248
125344,19,0,4,M,Married,14,D,745.6941256
165672,51,34,4,F,Single,10,P,438.8067065
173905,39,21,4,M,Married,6,P,414.2517863
102107,22,4,4,F,Single,6,D,775.9261328
148296,23,5,4,M,Married,13,P,250.3969718
163521,34,16,4,M,Married,8,P,381.9658381
194192,68,50,4,F,Single,12,P,133.0078784
191299,17,0,4,F,Married,11,P,167.6206261
174927,63,44,4,M,Married,13,P,315.2988023
176813,20,3,4,F,Married,14,P,184.0785484
184614,24,6,4,F,Single,12,P,351.2954732
177655,45,24,4,M,Married,5,D,683.6910719
138576,20,3,4,M,Married,0,D,758.0724015
173638,40,23,4,F,Single,7,P,404.6852461
156908,62,43,4,M,Married,1,P,261.1149887
105179,54,34,4,F,Married,4,D,672.8481974
127403,52,33,4,F,Single,10,P,396.4863563
130783,48,29,4,F,Married,2,D,508.2982535
128560,69,50,4,M,Married,12,P,77.80208494
138546,23,4,4,M,Single,15,D,938.5448085
151193,22,5,4,M,Married,13,P,152.4110337
171325,28,8,4,M,Single,6,P,432.1829193
140375,67,46,4,F,Single,0,P,441.6132031
114467,49,28,4,F,Single,10,P,345.7293045
143993,44,24,4,F,Single,2,D,529.1194447
139119,19,0,4,M,Married,2,D,937.03371
190483,68,50,4,F,Married,4,P,47.900954
144638,59,42,4,F,Single,9,P,401.1018133
124043,31,14,4,M,Single,12,P,390.7308708
104358,65,46,4,M,Married,3,P,68.65999655
184858,68,50,4,F,Single,3,P,244.1770033
181128,61,40,4,F,Single,1,P,92.87239312
118684,39,20,4,M,Single,7,P,463.1983216
178228,34,13,4,M,Married,6,P,342.642589
118562,17,0,4,F,Married,12,P,308.0193194
174991,46,26,4,M,Single,13,P,281.1185963
152876,51,30,4,F,Married,1,P,455.6210424
181789,33,16,4,F,Single,9,P,345.7442022
182825,17,0,4,M,Single,10,D,1280.495256
117283,57,37,4,M,Single,7,D,509.5510796
102966,54,33,4,F,Married,14,P,265.0341188
116255,16,0,4,M,Single,7,D,707.4290189
179567,27,6,4,M,Married,10,P,388.4883752
173839,20,3,4,F,Single,13,P,226.6735195
172823,53,35,4,F,Single,10,P,346.4233164
169581,25,6,4,M,Married,10,P,397.9628824
141769,67,50,4,F,Married,0,P,455.3660093
159096,26,9,4,F,Single,6,P,342.4890431
138509,49,28,4,M,Married,8,P,384.6726759
116286,57,39,4,M,Single,1,D,904.542576
115430,21,4,4,F,Married,2,D,536.9874292
119055,41,24,4,F,Single,1,P,441.3793803
193973,49,29,4,F,Single,6,P,392.1790808
104135,18,1,4,M,Married,3,D,677.5618141
132687,24,5,4,M,Single,7,D,681.5777283
195573,52,33,4,M,Single,6,D,553.3991282
119194,25,7,4,F,Married,3,D,585.6720152
187257,28,8,4,M,Single,11,P,165.5921294
196043,60,40,4,F,Married,7,P,299.0533046
185555,42,21,4,F,Married,4,D,517.7582409
138104,49,32,4,F,Single,4,D,595.7744477
139096,17,0,4,F,Single,12,P,288.191003
165140,42,22,4,M,Single,7,P,441.994414
190275,44,24,4,M,Married,14,P,408.8994529
124862,47,28,4,M,Single,4,D,682.2925662
180865,20,3,4,M,Single,14,D,919.237615
187042,61,41,4,M,Married,1,P,187.6599767
130661,30,11,4,F,Single,5,D,666.4330934
193954,63,45,4,F,Married,7,P,268.5457094
142978,49,31,4,M,Married,9,P,355.5963269
111821,19,0,4,M,Married,15,D,508.3261896
135181,20,3,4,M,Married,9,D,548.6780026
155919,66,45,4,F,Married,5,P,39.76589882
163098,30,11,4,F,Married,6,P,324.0256252
136960,22,4,4,M,Single,14,D,658.1316668
181003,32,12,4,F,Married,13,P,139.6396144
169712,32,13,4,M,Single,6,P,425.0154124
137977,45,24,4,M,Single,14,P,235.4909106
118192,66,48,4,F,Married,14,P,192.8927852
157377,62,42,4,F,Married,14,P,102.7519463
100537,49,32,4,M,Married,11,P,165.6106937
158741,63,46,4,F,Single,6,P,177.6663666
116936,55,37,4,M,Married,5,P,450.437702
109061,39,20,4,M,Married,15,P,268.351566
191302,23,6,4,M,Married,12,P,222.3326203
146542,68,50,4,F,Married,12,P,114.7936974
149487,54,33,4,F,Single,2,D,642.790732
129321,56,36,4,F,Married,5,D,613.8447847
108760,66,46,4,F,Married,6,P,32.65583535
131125,48,31,4,F,Married,0,D,634.839158
161208,48,27,4,M,Single,10,D,541.6842648
156219,18,0,4,M,Married,8,D,778.6599257
180051,65,46,4,F,Single,4,P,258.2303987
195053,25,8,4,F,Married,0,P,439.2923396
100406,23,4,4,F,Single,11,P,415.2982284
169688,57,38,4,M,Single,13,P,455.1469933
103589,37,19,4,M,Single,9,P,382.0433616
126382,17,0,4,M,Single,14,P,378.4220976
157902,21,3,4,F,Married,8,P,305.521177
125806,16,0,4,M,Single,15,P,385.0269627
186300,54,35,4,F,Married,14,P,204.4297688
103716,19,2,4,M,Single,2,D,1586.970936
145614,18,0,4,F,Married,14,P,288.2335135
168100,29,12,4,M,Married,7,P,339.6659879
186226,54,37,4,M,Married,10,P,408.8604562
107267,65,45,4,F,Married,7,P,33.04468917
176464,68,49,4,F,Married,11,P,31.91330615
165622,29,11,4,F,Married,10,P,358.0808641
119841,49,29,4,F,Married,6,P,354.1825345
140470,34,14,4,M,Single,14,P,467.7716405
116067,45,24,4,M,Married,1,P,477.9370871
135039,19,2,4,F,Married,14,P,427.8977662
171925,63,43,4,M,Married,14,P,109.36009
196221,25,7,4,F,Married,15,P,203.7830455
176798,29,10,4,M,Married,9,P,383.4540805
167123,45,27,4,F,Married,7,P,309.2550353
104707,16,0,4,M,Married,10,D,627.5152066
177652,25,6,4,M,Single,11,D,930.8997836
184135,23,5,4,M,Single,15,P,282.3222806
194686,19,0,4,M,Single,12,P,287.3495349
143864,27,9,4,M,Single,6,P,463.1633708
193960,67,46,4,F,Single,11,P,77.75878053
198411,48,27,4,F,Single,14,P,322.9842187
186642,31,12,4,M,Married,11,P,277.5898567
153306,49,29,4,M,Single,5,D,692.9896657
162641,22,5,4,F,Single,13,P,417.0685146
168434,47,28,4,F,Single,9,P,423.1020821
199563,48,28,4,M,Single,14,P,396.29863
162227,69,52,4,F,Single,6,P,170.0445035
172114,35,15,4,F,Single,9,P,331.6762154
108633,24,6,4,F,Single,15,P,269.7292976
175197,42,24,4,M,Single,7,P,465.2539004
119033,63,45,4,M,Married,15,P,130.9616216
101748,49,32,4,M,Single,13,P,330.6725427
113022,17,0,4,M,Single,13,D,921.6483992
141507,24,6,4,M,Single,11,D,825.5370097
192481,22,5,4,M,Married,12,P,463.934934
178900,22,4,4,F,Single,15,P,442.5756581
146153,19,2,4,M,Single,7,D,1042.809484
137172,30,11,4,M,Single,0,D,544.860822
119200,19,0,4,F,Single,12,P,426.8408152
149978,63,43,4,F,Married,0,P,350.3483783
161345,62,44,4,F,Single,8,P,80.29749149
148920,62,44,4,F,Married,8,P,140.9300026
131442,37,18,4,F,Single,0,P,446.8091657
104456,18,0,4,F,Single,12,P,435.6660993
112005,44,26,4,M,Married,7,P,345.1190055
199617,17,0,4,M,Married,15,P,330.6429977
169308,70,52,4,M,Married,1,P,66.52075201
106891,24,7,4,M,Single,13,D,642.0626915
194718,43,24,4,F,Married,4,P,416.2711873
195391,28,11,4,F,Single,9,P,391.3933857
198874,46,26,4,M,Single,8,P,470.7920924
115497,69,48,4,M,Married,11,P,167.0242795
196576,22,4,4,F,Single,12,P,344.041623
169103,69,49,4,F,Married,7,P,162.843711
187007,28,11,4,F,Married,8,P,291.9148536
126764,59,39,4,M,Single,8,P,421.6409867
130129,55,36,4,M,Married,8,P,378.5538202
164206,17,0,4,M,Single,7,D,717.1666177
136904,29,11,4,F,Single,7,P,438.6081936
168704,17,0,4,F,Single,13,D,627.00749
131641,23,4,4,F,Single,11,D,576.0591251
130165,19,1,4,M,Single,1,D,1619.073617
192584,56,39,4,F,Single,3,D,549.6540629
195834,66,45,4,M,Married,9,P,164.7761872
177813,31,14,4,M,Married,8,P,393.0277436
132143,25,6,4,M,Single,11,D,887.7569489
102929,32,15,4,F,Married,14,P,263.3927649
165116,70,50,4,F,Single,2,P,137.4275111
178127,43,26,4,M,Married,4,D,517.8031515
126988,40,20,4,F,Single,6,P,354.9667235
191604,21,2,4,M,Married,14,P,281.1133604
122518,22,4,4,F,Married,14,P,281.1619271
115668,53,35,4,F,Single,14,P,423.6948653
158233,31,12,4,F,Married,14,P,186.2549065
197177,55,36,4,F,Married,7,P,314.0664581
130244,51,33,4,F,Single,13,P,314.0866634
104893,68,48,4,M,Married,6,P,131.529243
138462,47,29,4,M,Married,5,D,571.7911611
170404,24,6,4,M,Single,13,D,576.8021942
133003,62,44,4,M,Single,13,P,166.501947
164791,67,49,4,F,Married,5,P,277.3865618
165274,66,48,4,M,Single,4,P,186.667605
151780,24,7,4,M,Single,13,D,762.8124126
138250,57,37,4,M,Married,3,D,563.6273605
198152,39,22,4,F,Married,11,P,143.2968421
162404,45,28,4,M,Single,3,D,856.1075666
