Hhid,loyalty,preferred_store_format,lifestyle,gender
1990381,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1990951,Occasional Shoppers,Small Stores,Low Affluent Customers,F
1991161,No longer Shopping,Mom and Pop Stores,Middle Class,F
1991351,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1991541,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1991691,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1991731,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
1991881,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1992091,Lapsing Shoppers,Mom and Pop Stores,Very Affluent Customers,F
1992131,Very Frequent Shoppers,Large Stores,Middle Class,M
1992281,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1992321,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1992511,Very Frequent Shoppers,Large Stores,Middle Class,F
1992661,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1992701,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1993101,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1993441,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1993591,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1993781,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1994031,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1994181,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
1994221,Occasional Shoppers,Very Large Stores,Middle Class,F
1994561,Occasional Shoppers,Large Stores,Very Affluent Customers,M
1994751,Very Frequent Shoppers,Large Stores,Middle Class,F
1994941,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1995001,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1995341,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1997391,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1997621,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1997771,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1997961,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1998211,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1998401,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1998551,Very Frequent Shoppers,Large Stores,Middle Class,F
1998931,Occasional Shoppers,Mom and Pop Stores,Very Affluent Customers,F
1999331,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1999521,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1999711,Occasional Shoppers,Very Large Stores,NA,F
2000591,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
2000631,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2000971,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
2001221,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2001371,No longer Shopping,Large Stores,Low Affluent Customers,F
2001601,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2001941,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2002341,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2002681,Very Frequent Shoppers,Large Stores,Middle Class,F
2003081,Very Frequent Shoppers,Very Large Stores,Middle Class,M
2003311,No longer Shopping,Large Stores,Low Affluent Customers,F
2003501,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2003651,Occasional Shoppers,Others,NA,M
2003841,Occasional Shoppers,Small Stores,NA,M
2003991,No longer Shopping,Mom and Pop Stores,Low Affluent Customers,F
2004051,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2004391,Occasional Shoppers,Large Stores,Very Affluent Customers,M
2004961,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2005021,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2005401,Very Frequent Shoppers,Large Stores,Middle Class,M
2005741,Very Frequent Shoppers,Large Stores,Middle Class,F
2005891,Occasional Shoppers,Large Stores,Low Affluent Customers,X
2006141,Occasional Shoppers,Small Stores,Middle Class,F
2006291,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2006331,Very Frequent Shoppers,Large Stores,Middle Class,F
2006711,No longer Shopping,Others,Low Affluent Customers,F
2006901,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2007261,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
2007301,Very Frequent Shoppers,Large Stores,Middle Class,F
2007451,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2007641,Lapsing Shoppers,Very Large Stores,Very Affluent Customers,F
2008041,Occasional Shoppers,Very Large Stores,Middle Class,F
2009011,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2009881,No longer Shopping,Very Large Stores,Low Affluent Customers,F
2009921,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,M
2010331,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2010481,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2010521,Very Frequent Shoppers,Large Stores,Middle Class,M
2010671,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2011261,Lapsing Shoppers,Others,Very Affluent Customers,F
2011451,Very Frequent Shoppers,Large Stores,Middle Class,F
2011791,Very Frequent Shoppers,Large Stores,Middle Class,F
2011831,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2012191,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2012231,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2012571,Occasional Shoppers,Large Stores,Middle Class,F
2012611,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2012801,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2013161,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2013541,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2013731,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2013881,No longer Shopping,Mom and Pop Stores,NA,F
2014091,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2014281,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2014701,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2015251,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
2015591,Lapsing Shoppers,Mom and Pop Stores,Middle Class,F
2015781,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2015821,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2015971,Very Frequent Shoppers,Mom and Pop Stores,Middle Class,M
2016031,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2016181,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
2016221,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2016941,Occasional Shoppers,Others,Middle Class,F
2017531,No longer Shopping,Others,Low Affluent Customers,F
2017681,No longer Shopping,Very Large Stores,Low Affluent Customers,F
2018121,Very Frequent Shoppers,Large Stores,Middle Class,F
2019771,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
2020371,Occasional Shoppers,Large Stores,Middle Class,F
2020561,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
2020601,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2021001,No longer Shopping,Large Stores,Low Affluent Customers,F
2021341,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2022311,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2022651,Very Frequent Shoppers,Others,Low Affluent Customers,F
2022841,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2023051,No longer Shopping,Mom and Pop Stores,Low Affluent Customers,F
2023431,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
2023581,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2023771,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2024171,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
2024361,No longer Shopping,Others,Very Affluent Customers,F
2024401,Occasional Shoppers,Large Stores,Middle Class,M
2024551,Occasional Shoppers,Very Large Stores,Middle Class,F
2024741,Very Frequent Shoppers,Large Stores,Middle Class,F
2025291,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
2025481,Occasional Shoppers,Very Large Stores,Very Affluent Customers,M
2025671,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
2025711,Very Frequent Shoppers,Large Stores,Middle Class,M
2025901,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2026071,Occasional Shoppers,Very Large Stores,Middle Class,F
2026111,No longer Shopping,Others,Low Affluent Customers,M
2026261,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2026451,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2026641,Very Frequent Shoppers,Large Stores,Middle Class,M
2026831,Occasional Shoppers,Small Stores,Middle Class,F
2027611,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2028201,Occasional Shoppers,Large Stores,Low Affluent Customers,X
2028541,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
2028881,Occasional Shoppers,Large Stores,Middle Class,F
2028921,Occasional Shoppers,Large Stores,Middle Class,F
2029471,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2030261,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2031041,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2031191,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2031231,Occasional Shoppers,Others,Very Affluent Customers,F
2031381,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2031421,Occasional Shoppers,Others,Middle Class,F
2031571,No longer Shopping,Large Stores,Middle Class,M
2031951,Very Frequent Shoppers,Large Stores,Middle Class,F
2032921,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
2033091,Occasional Shoppers,Others,Low Affluent Customers,M
2033281,Very Frequent Shoppers,Very Large Stores,Middle Class,X
2033511,Occasional Shoppers,Small Stores,Middle Class,F
2033661,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2033851,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2034591,Very Frequent Shoppers,Small Stores,Middle Class,F
2034821,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2035221,Occasional Shoppers,Very Large Stores,Middle Class,F
2035411,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2036341,Occasional Shoppers,Others,Middle Class,F
2037311,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
2037461,Lapsing Shoppers,Very Large Stores,Middle Class,F
2037651,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2038241,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2038391,Occasional Shoppers,Very Large Stores,Middle Class,F
2038581,Occasional Shoppers,Large Stores,Middle Class,F
2038621,Very Frequent Shoppers,Large Stores,Middle Class,F
2038961,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2039361,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2039401,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
2040001,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2040341,Very Frequent Shoppers,Large Stores,Middle Class,F
2040491,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2040721,Very Frequent Shoppers,Large Stores,Middle Class,F
2041081,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2041461,Occasional Shoppers,Large Stores,NA,F
2042431,Very Frequent Shoppers,Mom and Pop Stores,Low Affluent Customers,F
2043021,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2043211,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2043741,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2043891,Very Frequent Shoppers,Large Stores,Middle Class,F
2044141,Very Frequent Shoppers,Large Stores,Middle Class,F
2044331,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2044481,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2044521,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2044861,Very Frequent Shoppers,Large Stores,Middle Class,F
2045641,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2046041,No longer Shopping,Large Stores,Very Affluent Customers,M
2046191,Occasional Shoppers,Large Stores,Low Affluent Customers,M
2046421,Very Frequent Shoppers,Large Stores,Middle Class,F
2046611,Occasional Shoppers,Very Large Stores,Middle Class,M
2046761,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2046801,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2046951,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2047201,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
2047541,Very Frequent Shoppers,Small Stores,Very Affluent Customers,F
2047731,Occasional Shoppers,Very Large Stores,Very Affluent Customers,M
2047881,Lapsing Shoppers,Mom and Pop Stores,NA,M
2048321,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2048661,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2049061,Very Frequent Shoppers,Mom and Pop Stores,Middle Class,F
2049101,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
2049251,Very Frequent Shoppers,Large Stores,Middle Class,M
2049821,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2050191,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2050231,Very Frequent Shoppers,Large Stores,Middle Class,F
2050611,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
2050951,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2051011,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2051351,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
2051541,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2052131,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2052281,Very Frequent Shoppers,Large Stores,Middle Class,F
2052471,Very Frequent Shoppers,Mom and Pop Stores,Very Affluent Customers,F
2052661,Occasional Shoppers,Large Stores,Low Affluent Customers,F
2054411,Very Frequent Shoppers,Large Stores,Middle Class,F
2055001,Very Frequent Shoppers,Large Stores,Middle Class,M
2055341,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2055491,Lapsing Shoppers,Large Stores,Low Affluent Customers,F
2055531,Occasional Shoppers,Very Large Stores,Middle Class,F
2055721,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2055871,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2055911,Occasional Shoppers,Mom and Pop Stores,Very Affluent Customers,F
2056121,Occasional Shoppers,Large Stores,Middle Class,F
2056991,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
2057431,Very Frequent Shoppers,Very Large Stores,Middle Class,M
2057581,Occasional Shoppers,Very Large Stores,Middle Class,F
2057811,Very Frequent Shoppers,Large Stores,Middle Class,F
2057961,Occasional Shoppers,Very Large Stores,Very Affluent Customers,M
2058021,Occasional Shoppers,Others,Low Affluent Customers,F
2058171,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
2058211,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
2058551,Occasional Shoppers,Others,Low Affluent Customers,F
2058741,No longer Shopping,Very Large Stores,NA,F
2058891,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
2058931,Very Frequent Shoppers,Large Stores,Middle Class,F
2059331,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
2059671,No longer Shopping,Large Stores,Low Affluent Customers,F
2059711,No longer Shopping,Large Stores,Very Affluent Customers,F
2060081,Occasional Shoppers,Large Stores,Very Affluent Customers,F
2060121,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
2060311,Very Frequent Shoppers,Mom and Pop Stores,Very Affluent Customers,F
2060461,Very Frequent Shoppers,Very Large Stores,Middle Class,F
2060501,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
2060651,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
